레벨,단어,품사,뜻,유의어,반대말,예문,해석
중1-1,behind,prep.,~ 뒤에,in back of,,The cat is behind the door.,고양이가 문 뒤에 있다.
중1-1,behind,prep.,~ 뒤에,in back of,,He sat behind me in class.,그는 수업에서 내 뒤에 앉았다.
중1-1,behind,prep.,~ 뒤에,in back of,,There is a park behind our school.,우리 학교 뒤에 공원이 있다.
중1-1,believe,v.,믿다,trust,doubt,I believe you are right.,나는 네가 옳다고 믿는다.
중1-1,believe,v.,믿다,trust,doubt,She believed his story.,그녀는 그의 이야기를 믿었다.
중1-1,believe,v.,믿다,trust,doubt,Believe in yourself.,너 자신을 믿어라.
중1-1,bell,n.,"종, 벨",chime,,The bell rings at nine.,종이 9시에 울린다.
중1-1,bell,n.,"종, 벨",chime,,She pushed the door bell.,그녀는 초인종을 눌렀다.
중1-1,bell,n.,"종, 벨",chime,,We heard a church bell.,우리는 교회 종소리를 들었다.
중1-1,below,"prep., adv.",~ 아래에,under,"above, above",The temperature is below zero.,기온이 영하이다.
중1-1,below,"prep., adv.",~ 아래에,under,"above, above",Write your name below the line.,선 아래에 이름을 쓰세요.
중1-1,below,"prep., adv.",~ 아래에,under,"above, above",We saw the town below.,우리는 아래에 있는 마을을 보았다.
중1-1,belt,n.,"벨트, 허리띠",band,,Fasten your seat belt.,안전벨트를 매세요.
중1-1,belt,n.,"벨트, 허리띠",band,,He bought a leather belt.,그는 가죽 벨트를 샀다.
중1-1,belt,n.,"벨트, 허리띠",band,,This belt is too long for me.,이 벨트는 나에게 너무 길다.
중1-1,beside,prep.,~ 옆에,next to,,She sat beside her mother.,그녀는 어머니 옆에 앉았다.
중1-1,beside,prep.,~ 옆에,next to,,The bank is beside the post office.,은행은 우체국 옆에 있다.
중1-1,beside,prep.,~ 옆에,next to,,Put the box beside the table.,상자를 탁자 옆에 두세요.
중1-1,between,prep.,~ 사이에,,,The store is between the bank and the park.,그 가게는 은행과 공원 사이에 있다.
중1-1,between,prep.,~ 사이에,,,There is a big difference between them.,그들 사이에는 큰 차이가 있다.
중1-1,between,prep.,~ 사이에,,,I sat between my parents.,나는 부모님 사이에 앉았다.
중1-1,bicycle,n.,자전거,bike,,He rides a bicycle to school.,그는 자전거를 타고 학교에 간다.
중1-1,bicycle,n.,자전거,bike,,My bicycle is broken.,내 자전거가 고장 났다.
중1-1,bicycle,n.,자전거,bike,,She bought a new bicycle.,그녀는 새 자전거를 샀다.
중1-1,big,adj.,큰,large,small,They live in a big house.,그들은 큰 집에 산다.
중1-1,big,adj.,큰,large,small,That is a big problem.,그것은 큰 문제다.
중1-1,big,adj.,큰,large,small,She has a big smile.,그녀는 활짝 웃는다.
중1-1,bike,n.,자전거,bicycle,,He rides his bike to school.,그는 자전거를 타고 학교에 간다.
중1-1,bike,n.,자전거,bicycle,,My bike has a flat tire.,내 자전거는 타이어에 바람이 빠졌다.
중1-1,bike,n.,자전거,bicycle,,We left our bikes at the gate.,우리는 자전거를 정문에 두었다.
중1-1,bill,n.,"계산서, 청구서",check,,Please bring me the bill.,계산서를 가져다 주세요.
중1-1,bill,n.,"계산서, 청구서",check,,The electricity bill was high.,전기 요금이 많이 나왔다.
중1-1,bill,n.,"계산서, 청구서",check,,He paid the bill in cash.,그는 계산서를 현금으로 냈다.
중1-1,bird,n.,새,,,Birds sing in the morning.,새들은 아침에 노래한다.
중1-1,bird,n.,새,,,A bird built a nest in the tree.,새가 나무에 둥지를 지었다.
중1-1,bird,n.,새,,,That bird flies very fast.,저 새는 아주 빨리 난다.
중1-1,birth,n.,"출생, 탄생",,death,The birth of a baby is a happy event.,아기의 탄생은 기쁜 일이다.
중1-1,birth,n.,"출생, 탄생",,death,What is your date of birth?,생년월일이 어떻게 되나요?
중1-1,birth,n.,"출생, 탄생",,death,She has lived here since birth.,그녀는 태어날 때부터 여기 살았다.
중1-1,birthday,n.,생일,,,Today is my birthday.,오늘은 내 생일이다.
중1-1,birthday,n.,생일,,,We had a birthday party for her.,우리는 그녀를 위해 생일 파티를 열었다.
중1-1,birthday,n.,생일,,,What do you want for your birthday?,생일 선물로 무엇을 원하니?
중1-1,biscuit,n.,"비스킷, 과자",cookie,,She ate a biscuit with tea.,그녀는 차와 함께 비스킷을 먹었다.
중1-1,biscuit,n.,"비스킷, 과자",cookie,,These biscuits are too sweet.,이 비스킷은 너무 달다.
중1-1,biscuit,n.,"비스킷, 과자",cookie,,He bought a box of biscuits.,그는 비스킷 한 상자를 샀다.
중1-1,black,adj.,검은,,white,She wore a black coat.,그녀는 검은 코트를 입었다.
중1-1,black,adj.,검은,,white,The sky turned black before the storm.,폭풍 전에 하늘이 새까매졌다.
중1-1,black,adj.,검은,,white,He has black hair.,그는 검은 머리를 가졌다.
중1-1,blood,n.,"피, 혈액",,,Blood carries oxygen in the body.,피는 몸에서 산소를 나른다.
중1-1,blood,n.,"피, 혈액",,,There was blood on his knee.,그의 무릎에 피가 났다.
중1-1,blood,n.,"피, 혈액",,,She gave blood at the hospital.,그녀는 병원에서 헌혈을 했다.
중1-1,blue,adj.,파란,,,The sky is blue today.,오늘 하늘이 파랗다.
중1-1,blue,adj.,파란,,,She painted the wall blue.,그녀는 벽을 파랗게 칠했다.
중1-1,blue,adj.,파란,,,He wore a blue shirt.,그는 파란 셔츠를 입었다.
중1-1,board,n.,"칠판, 판",blackboard,,The teacher wrote on the board.,선생님이 칠판에 썼다.
중1-1,board,n.,"칠판, 판",blackboard,,"Look at the board, please.",칠판을 봐 주세요.
중1-1,board,n.,"칠판, 판",blackboard,,He put a photo on the board.,그는 칠판에 사진을 붙였다.
중1-1,boat,n.,"배, 보트",,,We crossed the lake by boat.,우리는 배로 호수를 건넜다.
중1-1,boat,n.,"배, 보트",,,The boat is tied to the dock.,배가 부두에 묶여 있다.
중1-1,boat,n.,"배, 보트",,,Small boats filled the harbor.,작은 배들이 항구를 채웠다.
중1-1,body,n.,"몸, 신체",,"mind, spirit, soul",Exercise keeps the body strong.,운동은 몸을 튼튼하게 한다.
중1-1,body,n.,"몸, 신체",,"mind, spirit, soul",Water makes up most of our body.,물이 우리 몸의 대부분을 이룬다.
중1-1,body,n.,"몸, 신체",,"mind, spirit, soul",He washed his whole body.,그는 온몸을 씻었다.
중1-1,bone,n.,뼈,,,Milk makes your bones strong.,우유는 뼈를 튼튼하게 한다.
중1-1,bone,n.,뼈,,,The dog buried a bone.,개가 뼈를 묻었다.
중1-1,bone,n.,뼈,,,He broke a bone in his foot.,그는 발뼈가 부러졌다.
중1-1,book,n.,책,,,I read a book every week.,나는 매주 책을 한 권 읽는다.
중1-1,book,n.,책,,,This book is about animals.,이 책은 동물에 관한 것이다.
중1-1,book,n.,책,,,She borrowed three books.,그녀는 책 세 권을 빌렸다.
중1-1,bored,adj.,"지루해하는, 심심한",,,I am bored with this game.,나는 이 게임이 지겹다.
중1-1,bored,adj.,"지루해하는, 심심한",,,The children looked bored.,아이들은 지루해 보였다.
중1-1,bored,adj.,"지루해하는, 심심한",,,He gets bored easily.,그는 쉽게 지루해한다.
중1-1,borrow,v.,빌리다,,lend,Can I borrow your pencil?,네 연필을 빌려도 될까?
중1-1,borrow,v.,빌리다,,lend,I borrowed two books from the library.,나는 도서관에서 책 두 권을 빌렸다.
중1-1,borrow,v.,빌리다,,lend,He borrowed money from his brother.,그는 형에게서 돈을 빌렸다.
중1-1,both,adj.,둘 다의,,,Both children are studying.,두 아이 모두 공부하고 있다.
중1-1,both,adj.,둘 다의,,,I like both colors.,나는 두 색깔 다 좋아한다.
중1-1,both,adj.,둘 다의,,,Both of my parents are teachers.,우리 부모님은 두 분 다 교사다.
중1-1,bottle,n.,병,,,Please pass me the bottle.,그 병 좀 건네 주세요.
중1-1,bottle,n.,병,,,She drank a bottle of water.,그녀는 물 한 병을 마셨다.
중1-1,bottle,n.,병,,,Put the empty bottles here.,빈 병들을 여기에 두세요.
중1-1,bottom,n.,"바닥, 맨 아래",base,"top, peak",The coin sank to the bottom.,동전이 바닥으로 가라앉았다.
중1-1,bottom,n.,"바닥, 맨 아래",base,"top, peak",Write your name at the bottom.,맨 아래에 이름을 쓰세요.
중1-1,bottom,n.,"바닥, 맨 아래",base,"top, peak",The bottom of the box is wet.,상자 바닥이 젖어 있다.
중1-1,box,n.,상자,,,Put the toys in this box.,장난감을 이 상자에 넣어라.
중1-1,box,n.,상자,,,The box is too heavy to lift.,그 상자는 들기에 너무 무겁다.
중1-1,box,n.,상자,,,She opened the box slowly.,그녀는 상자를 천천히 열었다.
중1-1,boy,n.,"소년, 남자아이",,girl,The boy is playing outside.,남자아이가 밖에서 놀고 있다.
중1-1,boy,n.,"소년, 남자아이",,girl,Two boys ran to the gate.,두 소년이 정문으로 달려갔다.
중1-1,boy,n.,"소년, 남자아이",,girl,That boy is my brother.,저 소년은 내 남동생이다.
중1-1,brave,adj.,용감한,"courageous, bold","afraid, afraid",The brave boy saved a puppy.,그 용감한 소년이 강아지를 구했다.
중1-1,brave,adj.,용감한,"courageous, bold","afraid, afraid",It was brave of her to speak up.,그녀가 목소리를 낸 것은 용감했다.
중1-1,brave,adj.,용감한,"courageous, bold","afraid, afraid",Be brave and try again.,용감하게 다시 시도해라.
중1-1,bread,n.,빵,,,She bakes bread every morning.,그녀는 매일 아침 빵을 굽는다.
중1-1,bread,n.,빵,,,I ate bread and milk.,나는 빵과 우유를 먹었다.
중1-1,bread,n.,빵,,,This bread is still warm.,이 빵은 아직 따뜻하다.
중1-1,break,"v., n.","깨뜨리다, 부수다",,"fix, build",Do not break the window.,창문을 깨지 마라.
중1-1,break,"v., n.","깨뜨리다, 부수다",,"fix, build",He broke his arm last week.,그는 지난주에 팔이 부러졌다.
중1-1,break,"v., n.","쉬는 시간, 휴식",rest,"fix, build",Let us take a short break.,잠깐 쉬자.
중1-1,break,"v., n.","쉬는 시간, 휴식",rest,"fix, build",We talked during the break.,우리는 쉬는 시간에 이야기했다.
중1-1,breakfast,n.,아침 식사,,,I eat breakfast at seven.,나는 7시에 아침을 먹는다.
중1-1,breakfast,n.,아침 식사,,,She made breakfast for her family.,그녀는 가족을 위해 아침을 차렸다.
중1-1,breakfast,n.,아침 식사,,,Do not skip breakfast.,아침을 거르지 마라.
중1-1,bridge,n.,"다리, 교량",,,We crossed the bridge slowly.,우리는 다리를 천천히 건넜다.
중1-1,bridge,n.,"다리, 교량",,,The bridge is very long.,그 다리는 아주 길다.
중1-1,bridge,n.,"다리, 교량",,,They built a new bridge here.,그들은 여기에 새 다리를 놓았다.
중1-1,bright,adj.,"밝은, 빛나는",,dull,The room is very bright.,그 방은 아주 밝다.
중1-1,bright,adj.,"밝은, 빛나는",,dull,The stars were bright last night.,어젯밤 별들이 밝았다.
중1-1,bright,adj.,"똑똑한, 영리한",clever,dull,She is a bright student.,그녀는 똑똑한 학생이다.
중1-1,bright,adj.,"똑똑한, 영리한",clever,dull,That is a bright idea.,그것은 기발한 생각이다.
중1-1,bring,v.,"가져오다, 데려오다",take along,,Bring your book tomorrow.,내일 책을 가져와라.
중1-1,bring,v.,"가져오다, 데려오다",take along,,She brought her little sister.,그녀는 여동생을 데려왔다.
중1-1,bring,v.,"가져오다, 데려오다",take along,,Can you bring me some water?,물 좀 가져다줄 수 있니?
중1-1,brother,n.,"형, 오빠, 남동생",,sister,My brother is two years older.,내 형은 두 살 많다.
중1-1,brother,n.,"형, 오빠, 남동생",,sister,She has three brothers.,그녀는 남자 형제가 셋이다.
중1-1,brother,n.,"형, 오빠, 남동생",,sister,His brother plays the guitar.,그의 동생은 기타를 친다.
중1-1,brown,adj.,갈색의,,,She has brown eyes.,그녀는 갈색 눈을 가졌다.
중1-1,brown,adj.,갈색의,,,The leaves turned brown.,잎이 갈색으로 변했다.
중1-1,brown,adj.,갈색의,,,He wore brown shoes.,그는 갈색 신발을 신었다.
중1-1,brush,v.,"(솔로) 닦다, 빗질하다",,,Brush your teeth before bed.,자기 전에 이를 닦아라.
중1-1,brush,v.,"(솔로) 닦다, 빗질하다",,,She brushed her hair quickly.,그녀는 머리를 빠르게 빗었다.
중1-1,brush,v.,"(솔로) 닦다, 빗질하다",,,He is brushing his shoes.,그는 신발을 솔질하고 있다.
중1-1,build,v.,"짓다, 세우다","construct, put up","break, destroy, break",They will build a new library.,그들은 새 도서관을 지을 것이다.
중1-1,build,v.,"짓다, 세우다","construct, put up","break, destroy, break",The bridge was built in 1998.,그 다리는 1998년에 지어졌다.
중1-1,build,v.,"짓다, 세우다","construct, put up","break, destroy, break",We built a snowman together.,우리는 함께 눈사람을 만들었다.
중1-1,burn,v.,"타다, 태우다",,,Paper burns quickly.,종이는 빨리 탄다.
중1-1,burn,v.,"타다, 태우다",,,The candle burned all night.,초가 밤새 탔다.
중1-1,burn,v.,"타다, 태우다",,,Be careful not to burn the bread.,빵을 태우지 않도록 조심해라.
중1-1,bus,n.,버스,,,I take the bus to school.,나는 버스를 타고 학교에 간다.
중1-1,bus,n.,버스,,,The bus stops in front of the bank.,버스는 은행 앞에 선다.
중1-1,bus,n.,버스,,,We waited for the bus in the rain.,우리는 빗속에서 버스를 기다렸다.
중1-1,business,n.,"사업, 일",,,He started a small business.,그는 작은 사업을 시작했다.
중1-1,business,n.,"사업, 일",,,My father is away on business.,아버지는 일 때문에 출장 중이다.
중1-1,business,n.,"사업, 일",,,Business is good this year.,올해는 사업이 잘된다.
중1-1,busy,adj.,바쁜,occupied,,My mother is busy these days.,어머니는 요즘 바쁘시다.
중1-1,busy,adj.,바쁜,occupied,,I was busy studying for the test.,나는 시험 공부하느라 바빴다.
중1-1,busy,adj.,(장소가) 붐비는,crowded,,The street is busy on weekends.,그 거리는 주말에 붐빈다.
중1-1,busy,adj.,(장소가) 붐비는,crowded,,It was a busy morning at the station.,역은 붐비는 아침이었다.
중1-1,but,conj.,"그러나, 하지만",yet,,It is small but useful.,그것은 작지만 쓸모 있다.
중1-1,but,conj.,"그러나, 하지만",yet,,"I called her, but she did not answer.",나는 그녀에게 전화했지만 받지 않았다.
중1-1,but,conj.,"그러나, 하지만",yet,,He is tired but happy.,그는 피곤하지만 행복하다.
중1-1,butter,n.,버터,,,She put butter on the bread.,그녀는 빵에 버터를 발랐다.
중1-1,butter,n.,버터,,,This cake needs more butter.,이 케이크는 버터가 더 필요하다.
중1-1,butter,n.,버터,,,Keep the butter in the fridge.,버터를 냉장고에 보관해라.
중1-1,button,n.,"단추, 버튼",,,Push this button to start.,시작하려면 이 버튼을 눌러라.
중1-1,button,n.,"단추, 버튼",,,A button fell off my coat.,내 코트에서 단추가 떨어졌다.
