레벨,갈래,표제어,한자,한자 확인,분류,뜻,예문,현대어 풀이,출처
중1-2,수능 어휘,이원론,二元論,확인,철학,세계나 인간을 서로 독립된 두 개의 근본 원리로 설명함,데카르트의 마음과 몸의 이원론은 몸-마음 문제의 원형이다.,,
중1-2,수능 어휘,이원론,二元論,확인,철학,세계나 인간을 서로 독립된 두 개의 근본 원리로 설명함,데카르트는 또 ‘심신 이원론’을 주장했다.,,우리말샘
중1-2,수능 어휘,이원론,二元論,확인,철학,세계나 인간을 서로 독립된 두 개의 근본 원리로 설명함,그 사상은 정신·물질 이원론의 극단적인 공식화를 초래했다.,,우리말샘
중1-2,수능 어휘,이원론,二元論,확인,철학,세계나 인간을 서로 독립된 두 개의 근본 원리로 설명함,이원론 혹은 다원론적인 발전 법칙에 입각하여 역사의 시대 구분을 시도하다.,,우리말샘
중1-2,수능 어휘,이원론,二元論,확인,철학,세계나 인간을 서로 독립된 두 개의 근본 원리로 설명함,그가 높이 평가를 받은 이유는 유물론이냐 아니면 데카르트적 이원론이냐의 전통적인 구분법을 거부한 철학 탐구에 있다.,,우리말샘
중1-2,수능 어휘,일원론,一元論,확인,철학,세계의 근본 원리가 오직 하나라고 보는 관점,스피노자는 신과 자연을 하나로 보는 일원론을 제시했다.,,
중1-2,수능 어휘,불가지론,不可知論,확인,철학,궁극적 진리나 신의 존재는 인간이 알 수 없다는 태도,불가지론은 무신론과 달리 신의 존재 가능성을 전면 부정하진 않는다.,,
중1-2,수능 어휘,회의주의,懷疑主義,확인,철학,지식의 확실성에 유보적 태도를 취하는 사상적 흐름,회의주의는 맹목적 믿음을 경계하도록 돕는다.,,
중1-2,수능 어휘,교조주의,敎條主義,확인,인문,특정 도그마나 원칙을 절대화하여 비판 없이 따르는 태도,교조주의에 빠지면 유연한 사고와 발전이 저해된다.,,
중1-2,수능 어휘,교조주의,敎條主義,확인,인문,특정 도그마나 원칙을 절대화하여 비판 없이 따르는 태도,학문이 발전하려면 교조주의적 집착에서 벗어나야 한다.,,우리말샘
중1-2,수능 어휘,교조주의,敎條主義,확인,인문,특정 도그마나 원칙을 절대화하여 비판 없이 따르는 태도,현실을 무시한 교조주의적인 태도로는 해결책을 찾을 수 없다.,,우리말샘
중1-2,수능 어휘,교조주의,敎條主義,확인,인문,특정 도그마나 원칙을 절대화하여 비판 없이 따르는 태도,그는 실천 경험과 투쟁 경력도 부족한 단지 이론만 갖춘 교조주의자라고 비판받았다.,,우리말샘
중1-2,수능 어휘,교양,敎養,확인,인문,"학식, 자질, 고상한 인품을 길러 완성된 인격",인문학 공부는 교양을 쌓고 삶의 폭을 넓히는 기반이다.,,
중1-2,수능 어휘,지성,知性,확인,인문,지적 판단력과 합리적 사고를 수행하는 정신적 능력,현대 사회는 감성과 지성의 균형 잡힌 인재를 요구한다.,,
중1-2,수능 어휘,지성,知性,확인,인문,지적 판단력과 합리적 사고를 수행하는 정신적 능력,지성을 갖춘 사람.,,표준국어대사전
중1-2,수능 어휘,지성,知性,확인,인문,지적 판단력과 합리적 사고를 수행하는 정신적 능력,그는 우리 사회의 양심과 지성을 대표하는 사람이다.,,표준국어대사전
중1-2,수능 어휘,지성,知性,확인,인문,지적 판단력과 합리적 사고를 수행하는 정신적 능력,지성이 뛰어나다.,,표준국어대사전
중1-2,수능 어휘,도덕,道德,확인,인문,사회 구성원이 지켜야 할 규범과 바른 행동 양식,도덕적 자율성은 타율적 강제보다 높은 가치를 지닌다.,,
중1-2,수능 어휘,윤리,倫理,확인,인문,사람으로서 마땅히 행해야 할 길과 도리,연구 윤리를 준수하는 것은 학문의 신뢰성을 높인다.,,
중1-2,수능 어휘,자율,自律,확인,인문,자신의 의지에 따라 스스로 규율을 정하고 지킴,자율성은 개인의 도덕적 성숙도를 나타내는 지표다.,,
중1-2,수능 어휘,자율,自律,확인,인문,자신의 의지에 따라 스스로 규율을 정하고 지킴,아침 자습을 학생들의 자율에 맡겼다.,,표준국어대사전
중1-2,수능 어휘,자율,自律,확인,인문,자신의 의지에 따라 스스로 규율을 정하고 지킴,이 단체는 보조금이나 수당 없이 자율로 운영되고 있다.,,표준국어대사전
중1-2,수능 어휘,자율,自律,확인,인문,자신의 의지에 따라 스스로 규율을 정하고 지킴,자율 배식.,,표준국어대사전
중1-2,수능 어휘,타율,他律,확인,인문,외부의 명령이나 강제에 따라 행동하는 상태,타율적 규제만으로는 근본적인 문제 해결에 한계가 있다.,,
중1-3,사자성어,십년지기,十年知己,확인,,오랫동안 친하게 지내온 친구,십년지기 친구처럼 편안하고 막역한 관계.,,
중1-3,사자성어,아비규환,阿鼻叫喚,확인,,참혹한 고통으로 울부짖는 지옥 같은 상태,화재 현장이 순식간에 아비규환으로 변하다.,,
중1-3,사자성어,양자택일,兩者擇一,확인,,둘 중 하나를 선택함,양자택일의 갈등 상황에 직면한 인물.,,
중1-3,사자성어,언행일치,言行一致,확인,,말과 행동이 하나로 일치함,언행일치의 모범을 보여주는 위인.,,
중1-3,사자성어,역지사지,易地思之,확인,,상대방의 입장에서 생각함,역지사지의 자세로 화자의 심정을 이해하다.,,
중1-3,사자성어,온고지신,溫故知新,확인,,옛것을 익혀 새것을 앎,전통문화를 계승하여 온고지신의 지혜를 발휘하다.,,
중1-3,사자성어,요지부동,搖之不動,확인,,흔들어도 전혀 움직이지 않음,어떠한 유혹에도 요지부동인 인물의 강직한 의지.,,
중1-3,사자성어,용두사미,龍頭蛇尾,확인,,시작은 거창하나 끝은 미미함,거창한 계획에 비해 용두사미로 끝난 정책.,,
중1-3,사자성어,우왕좌왕,右往左往,확인,,이리저리 갈팡질팡하며 갈 도리를 찾지 못함,갑작스러운 혼란 속에서 우왕좌왕하는 대중들.,,
중1-3,사자성어,위풍당당,威風堂堂,확인,,위엄이 있고 풍채가 당당함,적진을 향해 위풍당당하게 나아가는 장수.,,
중1-3,사자성어,유비무환,有備無患,확인,,미리 준비가 되어 있으면 근심이 없음,유비무환의 자세로 미래의 위험 요소에 대비하다.,,
중1-3,사자성어,유유상종,類類相從,확인,,같은 무리끼리 서로 모임,유유상종이라 하더니 친한 친구끼리 성향이 비슷하다.,,
중1-3,사자성어,의기양양,意氣揚揚,확인,,뜻한 바를 이루어 매우 우쭐하고 기세등등함,승리 후 의기양양하게 마을로 돌아오다.,,
중1-3,개념어,분석적 제시 (직접 제시),,,문학,"서술자가 인물의 성격, 심리, 배경을 직접 설명하여 전달하는 방식 (Tell)","""그는 본래 성격이 포악하고 탐욕이 많은 인물이었다.""",,
중1-3,개념어,액자식 구성,,,문학,이야기 속에 또 다른 이야기가 들어 있는 구조 (외화-내화-외화),<구운몽>: 현실(성진) → 꿈/내화(양소유의 일생) → 현실 깨달음.,,
중1-3,개념어,옴니버스 구성,,,문학,하나의 주제나 소재를 중심으로 서로 독립된 여러 이야기를 나열하는 구성 방식,같은 도시에 사는 각기 다른 세 사람의 일상을 나열한 소설/시나리오.,,
중1-3,개념어,역순행적 구성,,,문학,시간이 '현재 → 과거 → 현재'처럼 교차하거나 거꾸로 흐르는 구성,현재 시점에서 사건이 시작되어 과거의 회상 장면으로 돌아가는 연출.,,
중1-3,개념어,복선,,,문학,앞으로 일어날 사건을 암시하기 위해 미리 깔아두는 복선적 장치나 사건,아침부터 집을 나서는데 짚신 끈이 툭 끊어지는 불길한 예조.,,
중1-3,개념어,입체적 인물,,,문학,사건의 전개에 따라 성격이나 태도가 변화하는 인물,"<흥부전>의 놀부(마지막에 개과천선함), <무정>의 형식.",,
중1-3,개념어,평면적 인물,,,문학,작품 처음부터 끝까지 성격이나 태도가 변하지 않는 인물,"<춘향전>의 성춘향(지조를 끝까지 지킴), 흥부.",,
중1-3,개념어,전형적 인물,,,문학,"특정 계층, 부류, 시대를 대표하는 특성을 지닌 인물","고전소설의 충신, 효녀, 탐관오리 캐릭터.",,
중1-3,개념어,의식의 흐름 기법,,,문학,논리적 연관성 없이 인물의 내면 속 연속적인 생각과 느낌을 그대로 기술하는 기법,"이상 <날개>, 박태원 <소설가 구보씨의 일일>.",,
중1-3,고전,얼굴,,,신체/외양,"모습, 형체, 몸전체",내 얼굴 이 모습이 (내 모습 이 형태가),,
중1-3,고전,하다,,,형용사,"많다, 크다",마음의 시름이 하다 (마음의 근심이 많다),,
중1-3,고전,ᄒᆞ다,,,동작,"행하다, 하다 (Do)",무엇을 ᄒᆞ려느뇨 (무엇을 하려는가),,
중1-3,고전,ᄒᆞ다,,,동작,"행하다, 하다 (Do)","이링공 뎌링공 ᄒᆞ야 나즈란 디내와손뎌,",,청산별곡
중1-3,고전,ᄒᆞ다,,,동작,"행하다, 하다 (Do)",조롱곳 누로기 ᄆᆡ와 잡ᄉᆞ와니 내 엇디 ᄒᆞ리잇고.,,청산별곡
중1-3,고전,ᄒᆞ다,,,동작,"행하다, 하다 (Do)",날러는 엇디 살라 ᄒᆞ고,,가시리
중1-3,고전,ᄒᆞ다,,,동작,"행하다, 하다 (Do)",아으 어져 녹져 ᄒᆞ논ᄃᆡ,,동동
중1-3,고전,혜음 / 혜옴,,,사고/감정,"생각, 근심, 시름",혜음도 많기도 할샤 (생각/걱정도 많기도 하구나),,
중1-3,고전,시름,,,감정,"근심, 걱정",시름을 잊으려 하니 (근심을 잊으려 하니),,
중1-3,고전,시름,,,감정,"근심, 걱정",널라와 시름 한 나도 자고 니러 우니로라.,,청산별곡
중1-3,고전,시름,,,감정,"근심, 걱정",도화ᄂᆞᆫ 시름업서 笑春風(소춘풍)ᄒᆞᄂᆞ다 笑春風ᄒᆞᄂᆞ다,,만전춘별사
중1-3,고전,시름,,,감정,"근심, 걱정",三春花柳(삼춘화류) 好時節(호시절)에 景物(경물)이 시름업다,,"허난설헌, 규원가"
중1-3,고전,시름,,,감정,"근심, 걱정",碧벽蓮련花화 한 곡조를 시름 조ᄎᆞ 섯거 타니,,"허난설헌, 규원가"
중1-3,고전,홍진(紅塵),,,공간/상징,붉은 먼지 (속세),홍진에 묻힌 분네 (속세에 묻혀 사는 사람들아),,
중1-3,수능 어휘,선험,先驗,확인,철학,경험에 앞서 선천적으로 가지고 있는 성질,칸트는 선험적 감성 형식으로 공간과 시간을 제시했다.,,
중1-3,수능 어휘,후험,後驗,확인,철학,경험을 통해 비로소 얻게 되는 성질,후험적 지식은 관찰과 실험을 통해 검증된다.,,
중1-3,수능 어휘,아프리오리,A priori,확인,철학,경험과 무관하게 논리적으로 선행하여 존재하는 선험적 지식,수학적 정리들은 대표적인 아프리오리 지식이다.,,
중1-3,수능 어휘,아포스테리오리,A posteriori,확인,철학,경험적 사실에 의존하여 나중에 얻어지는 지식,자연과학의 관찰 결과는 아포스테리오리적 특징을 갖는다.,,
중1-3,수능 어휘,파라다임,Paradigm,확인,철학,한 시대의 학자 집단이 공유하는 대표적 패러다임/틀,토마스 쿤은 과학 혁명을 패러다임의 전환으로 설명했다.,,
중1-3,수능 어휘,아포리아,Aporia,확인,철학,"막다른 골목, 난관, 해결할 수 없는 모순 상태",소크라테스의 대화법은 상대방을 아포리아 상태로 이끈다.,,
중1-3,수능 어휘,아우라,Aura,확인,인문,예술 작품이 지닌 고유하고 신성한 분위기,발터 벤야민은 복제 기술 시대에 아우라가 상실된다고 보았다.,,
중1-3,수능 어휘,디아스포라,Diaspora,확인,인문,본토를 떠나 타국에 산재하여 살아가는 이주민 집단,디아스포라 문학은 정체성의 혼란과 그리움을 다룬다.,,
중1-3,수능 어휘,헤게모니,Hegemony,확인,인문,집단이나 국가가 가지는 주도권 및 문화적 지배력,그람시는 동의에 기반한 지배 권력을 헤게모니라 칭했다.,,
중1-3,수능 어휘,이념,理念,확인,인문,이상적인 것으로 생각하는 생각의 틀이나 사상,시대적 이념은 사회 체제의 변화와 밀접하게 연관된다.,,
중1-3,수능 어휘,이념,理念,확인,인문,이상적인 것으로 생각하는 생각의 틀이나 사상,세상의 그 어떤 아름답고 숭고한 이념도 인간을 그 희생으로 요구할 수는 없다는….,,표준국어대사전
중1-3,수능 어휘,이념,理念,확인,인문,이상적인 것으로 생각하는 생각의 틀이나 사상,이념 대립.,,표준국어대사전
중1-3,수능 어휘,신화,神話,확인,인문,고대인의 우주관과 세계관을 반영한 이야기,신화는 고대 사회의 원형적 사고 구조를 담고 있다.,,
중1-3,수능 어휘,원형,原型,확인,인문,시간과 공간을 초월하여 반복 나타나는 심상이나 틀,융의 분석심리학은 집단 무의식 속의 원형을 탐구한다.,,
중1-3,수능 어휘,상징,象徵,확인,인문,추상적인 의미나 가치를 구체적인 사물로 나타냄,비둘기는 평화의 대명사적 상징으로 쓰인다.,,
중1-3,수능 어휘,상징,象徵,확인,인문,추상적인 의미나 가치를 구체적인 사물로 나타냄,십자가는 시인의 희생 정신을 나타내는 상징이다.,,
중1-3,수능 어휘,은유,隱喻,확인,인문,원관념과 보조관념을 암시적으로 연결하는 수사법,'내 마음은 호수요'는 은유의 대표적 예시이다.,,
중1-3,수능 어휘,은유,隱喻,확인,인문,원관념과 보조관념을 암시적으로 연결하는 수사법,내 마음은 호수요는 대표적인 은유 표현이다.,,
